,Produktgruppe,Menge,Gewicht,Mass 1,Kunden-Nr.,Land,Zustellercode,Transportschaden
5665,JALOUSIE,3.0,7.4,310.5,34639,DE,UPS,0
5666,ROLLO,5.0,13.49,376.0,35950,DE,UPS,0
5667,ROLLO,6.0,3.885,254.0,35950,DE,UPS,0
5668,ROLLO,6.0,5.47,301.0,35950,DE,UPS,0
5669,ROLLO,4.0,8.39,234.0,30078,IT,UPS,0
5670,ROLLO,1.0,2.895,98.6,35950,DE,UPS,0
5671,ROLLO,1.0,4.64,150.0,18170,DE,UPS,0
5672,ROLLO,1.0,6.27,108.0,35950,DE,UPS,0
5673,INSCHUTZ,6.0,0.0,0.0,15376,DE,TOUR_SPED,0
5674,PLISSEE_20,7.0,5.71,166.8,35125,DE,UPS,0
5675,PLISSEE_20,4.0,1.5,79.0,22756,CH,UPS_CH,0
5676,PLISSEE_20,1.0,0.99,91.3,16312,DE,UPS,0
5677,PLISSEE_20,10.0,7.63,334.5,15875,DE,UPS,0
5678,ROLLO,4.0,7.22,800.0,35950,DE,UPS,0
5679,INSCHUTZ,3.0,0.0,0.0,18259,DE,TOUR_SPED,0
5680,PLISSEE_20,2.0,0.98,38.0,22756,CH,UPS_CH,0
5681,PLISSEE_20,10.0,6.9,533.9,35950,DE,UPS,0
5682,PLISSEE_WA,6.0,5.11,345.9,27781,DE,UPS,0
5683,ROLLO,5.0,22.61,681.5,33267,FR,UPS,0
5684,JALOUSIE,1.0,4.22,140.7,25422,DE,UPS,0
5685,REPARATUR,3.0,8.74,498.5,35950,DE,UPS,0
5686,PLISSEE_WA,2.0,2.72,230.6,21707,DE,UPS,0
5687,JALOUSIE,14.0,0.82,0.0,35563,DE,UPS,0
5688,INSCHUTZ,2.0,16.32,0.0,16779,DE,UPS,0
5689,ROLLO,1.0,3.505,113.3,35950,DE,UPS,0
5690,VARIOROLLO,7.0,12.52,290.0,21547,DE,UPS,0
5691,PLISSEE_20,6.0,11.74,670.2,17250,DE,UPS,0
5692,INSCHUTZ,8.0,0.0,0.0,24773,DE,TOUR_SPED,0
5693,VARIOROLLO,2.0,4.395,143.0,36131,IT,UPS,0
5694,ROLLO,1.0,1.71,98.0,35950,DE,UPS,0
5695,PLISSEE_20,2.0,1.59,152.6,18027,DE,UPS,0
5696,ROLLO,7.0,0.0,770.0,18027,DE,TOUR_SPED,0
5697,PLISSEE_20,8.0,5.75,504.0,24071,DE,UPS,0
5698,PLISSEE_20,4.0,1.71,118.0,24584,DE,UPS,0
5699,ROLLO,1.0,2.725,116.0,19355,DE,UPS,0
5700,JALOUSIE,1.0,10.53,0.0,22427,DE,UPS,0
5701,ROLLO,2.0,3.63,140.0,22453,DE,UPS,0
5702,FVORHANG,6.0,0.0,632.0,15737,DE,TOUR_SPED,0
5703,KOLLEKTION,3.0,4.175,0.0,17244,DE,UPS,0
5704,PLISSEE_20,14.0,2.76,230.5,34236,DE,UPS,0
5705,REPARATUR,1.0,1.04,70.0,36020,FR,UPS,0
5706,JALOUSIE,4.0,11.325,570.0,35950,DE,UPS,0
5707,PLISSEE_WA,2.0,1.835,149.5,35950,DE,UPS,0
5708,PLISSEE_20,2.0,1.915,194.9,35950,DE,UPS,0
5709,FALTROLLO,3.0,5.06,390.0,16395,DE,UPS,0
5710,INSCHUTZ,3.0,0.0,0.0,15735,DE,TOUR_SPED,0
5711,ROLLO,2.0,0.0,456.5,19355,DE,TOUR_SPED,0
5712,PLISSEE_20,1.0,1.155,80.0,35950,DE,UPS,0
5713,PLISSEE_WA,2.0,4.22,116.0,27892,BE,UPS,0
5714,INSCHUTZ,1.0,0.0,0.0,26052,DE,TOUR_SPED,0
5715,PLISSEE_20,1.0,0.95,73.0,20829,DE,UPS,0
5716,PLISSEE_WA,2.0,2.02,192.0,35206,DE,UPS,0
5717,INSCHUTZ,2.4,1.67,0.0,17016,DE,UPS,0
5718,ROLLO,3.0,7.465,375.5,33609,DE,UPS,0
5719,KOLLEKTION,12.0,4.3,0.0,34526,DE,UPS,0
5720,KOLLEKTION,2.0,1.73,0.0,27428,BE,UPS,0
5721,INSCHUTZ,7.0,0.0,0.0,18274,DE,TOUR_SPED,0
5722,LAMELLE,2.0,5.295,180.0,23005,DE,UPS,0
5723,JALOUSIE,1.0,4.435,168.0,15737,DE,UPS,0
5724,PLISSEE_20,2.0,1.54,139.9,22756,CH,UPS_CH,0
5725,LAMELLE,3.0,8.690000000000001,447.8,30377,IT,UPS,0
5726,PLISSEE_20,2.0,0.85,39.3,15569,DE,UPS,0
5727,SHUTTERS,8.0,0.0,0.0,20919,DE,TOUR_SPED,0
5728,LAMELLE,3.0,0.0,950.0,28084,DE,TOUR_SPED,0
5729,PLISSEE_WA,4.0,2.53,112.0,18457,DE,UPS,0
5730,LAMELLE,2.0,7.88,230.0,21604,DE,UPS,0
5731,INSCHUTZ,1.0,0.0,0.0,15308,DE,TOUR_SPED,0
5732,PLISSEE_20,8.0,6.14,370.5,21128,DE,UPS,0
5733,PLISSEE_20,4.0,0.0,0.0,35950,DE,DHL,0
5734,PLISSEE_20,5.0,4.36,352.4,18235,DE,UPS,0
5735,ROLLO,1.0,0.62,40.0,19488,DE,UPS,0
5736,JALOUSIE,2.0,3.13,118.0,29409,FR,UPS,0
5737,KOLLEKTION,2.0,1.045,0.0,22756,CH,UPS_CH,0
5738,ROLLO,3.0,6.77,304.0,34942,PT,UPS,0
5739,ROLLO,1.0,1.335,88.0,35950,DE,UPS,0
5740,INSCHUTZ,2.0,0.0,0.0,29635,DE,TOUR_SPED,0
5741,INSCHUTZ,3.0,0.0,0.0,19469,DE,TOUR_SPED,0
5742,PLISSEE_20,2.0,2.03,180.7,15349,DE,UPS,0
5743,PLISSEE_WA,1.0,1.77,117.5,35950,DE,UPS,0
5744,SONSTIGE,1.0,0.0,0.0,27047,DE,DHL,0
5745,PLISSEE_20,7.0,6.45,524.5,17312,DE,UPS,0
5746,ROLLO,4.0,10.07,206.0,35950,DE,UPS,0
5747,INSCHUTZ,1.0,0.0,0.0,16253,DE,TOUR_SPED,0
5748,JALOUSIE,4.0,10.35,513.3,31370,DE,UPS,0
5749,ROLLO,1.0,3.21,115.0,30027,IT,UPS,0
5750,PLISSEE_20,2.0,1.93,102.0,23810,DE,UPS,0
5751,LAMELLE,2.0,0.465,0.0,29351,BE,UPS,0
5752,ROLLO,2.0,5.13,194.7,21730,DE,UPS,0
5753,KOLLEKTION,3.0,4.17,0.0,33249,BE,UPS,0
5754,INSCHUTZ,18.0,0.0,0.0,17813,DE,DHL,0
5755,LAMELLE,3.0,0.0,626.5,28256,FR,TOUR_SPED,0
5756,FVORHANG,2.0,0.0,0.0,28787,DE,DHL,0
5757,PLISSEE_20,3.0,4.845,372.0,34922,DE,UPS,0
5758,PLISSEE_20,2.0,2.08,192.5,30449,DE,UPS,0
5759,JALOUSIE,3.0,8.5,410.0,20540,DE,UPS,0
5760,ROLLO,1.0,3.2,121.8,15719,DE,UPS,0
5761,GETRIEBE,1.0,0.0,0.0,15394,DE,DHL,0
5762,JALOUSIE,1.0,2.86,128.0,21543,DE,UPS,0
5763,LAMELLE,2.0,0.0,268.0,29139,DE,TOUR_SPED,0
5764,ROLLO,3.0,15.44,432.5,35449,IT,UPS,0
5765,PLISSEE_20,3.0,2.47,252.7,25308,DE,UPS,0
5766,ROLLO,5.0,15.46,583.0,35950,DE,UPS,0
5767,ROLLO,1.0,5.685,125.0,35950,DE,UPS,0
5768,ROLLO,4.0,4.63,199.0,35950,DE,UPS,0
5769,INSCHUTZ,1.0,0.0,0.0,15932,DE,TOUR_SPED,0
5770,ROLLO,4.0,4.41,192.0,35950,DE,UPS,0
5771,JALOUSIE,1.0,0.0,0.0,22241,DE,DHL,0
5772,ROLLO,1.0,2.13,190.0,35950,DE,UPS,0
5773,PLISSEE_20,4.0,0.0,0.0,24299,DE,DHL,0
5774,LAMELLE,2.0,3.34,99.5,20540,DE,UPS,0
5775,PLISSEE_WA,1.0,1.195,76.2,35950,DE,UPS,0
5776,LAMELLE,315.0,10.945,0.0,29403,FR,UPS,0
5777,JALOUSIE,8.0,0.0,0.0,22241,DE,DHL,0
5778,PLISSEE_20,1.0,0.98,69.0,26007,DE,UPS,0
5779,PLISSEE_20,2.0,1.49,142.5,35950,CH,UPS,0
5780,PLISSEE_WA,1.0,0.79,48.1,35950,DE,UPS,0
5781,INSCHUTZ,8.0,0.0,0.0,18425,DE,TOUR_SPED,0
5782,KOLLEKTION,3.0,4.17,0.0,19751,BE,UPS,0
5783,PLISSEE_20,3.0,2.22,132.3,36725,DE,UPS,0
5784,LAMELLE,2.0,0.23,0.0,15486,DE,UPS,0
5785,PLISSEE_WA,3.0,3.46,271.5,35950,DE,UPS,0
5786,ENDKAPPEN,4.0,0.0,0.0,35950,DE,DHL,0
5787,PLISSEE_20,3.0,2.21,156.5,22756,CH,UPS_CH,0
5788,PLISSEE_20,1.0,1.4,87.3,16312,DE,UPS,0
5789,ROLLO,2.0,8.15,310.0,30378,IT,UPS,0
5790,INSCHUTZ,3.0,0.0,0.0,18458,DE,TOUR_SPED,0
5791,ROLLO,3.0,10.54,171.2,35950,DE,UPS,1
5792,ROLLO,1.0,2.71,117.3,19355,DE,UPS,0
5793,PLISSEE_20,67.0,7.25,117.6,16189,DE,UPS,0
5794,ROLLO,7.0,0.0,852.5,29466,FR,TOUR_SPED,0
5795,INSCHUTZ,1.0,0.0,0.0,20175,DE,TOUR_SPED,0
5796,PLISSEE_WA,1.0,1.185,88.5,35950,AT,UPS,0
5797,INSCHUTZ,2.0,0.0,0.0,15264,DE,TOUR_SPED,0
5798,KOLLEKTION,3.0,4.175,0.0,26241,DE,UPS,0
5799,LAMELLE,1.0,0.0,523.0,26524,DE,TOUR_SPED,0
5800,PLISSEE_20,9.0,5.305,485.1,35950,DE,UPS,0
5801,PLISSEE_20,4.0,5.725,536.8,20827,DE,UPS,0
5802,ROLLO,4.0,13.015,570.0,36609,FR,UPS,0
5803,ROLLO,2.0,2.285,77.5,35950,DE,UPS,0
5804,PLISSEE_20,8.0,5.415,321.9,20383,DE,UPS,0
5805,ROLLO,2.0,3.24,112.0,35950,DE,UPS,0
5806,ROLLO,3.0,12.21,219.0,35950,DE,UPS,0
5807,PLISSEE_20,5.0,2.215,101.1,35950,DE,UPS,0
5808,ROLLO,8.370000000000001,2.595,498.6,22925,DE,UPS,0
5809,PLISSEE_20,1.0,0.99,78.7,35950,DE,UPS,0
5810,INSCHUTZ,6.0,0.0,0.0,26524,DE,TOUR_SPED,0
5811,REPARATUR,1.0,4.55,180.0,30378,IT,TOUR_SPED,0
5812,PLISSEE_20,2.0,1.19,52.5,35950,AT,UPS,0
5813,INSCHUTZ,2.0,0.0,0.0,28454,DE,KEP,0
5814,PLISSEE_20,1.0,0.8,48.0,25786,DE,UPS,0
5815,ROLLO,3.0,1.22,88.0,35950,DE,UPS,0
5816,INSCHUTZ,10.0,0.0,0.0,24975,DE,TOUR_SPED,0
5817,INSCHUTZ,1.0,0.0,0.0,26748,DE,TOUR_SPED,0
5818,INSCHUTZ,1.0,0.0,0.0,19955,DE,TOUR_SPED,0
5819,ROLLO,1.0,7.355,152.0,35950,DE,UPS,0
5820,INSCHUTZ,50.0,7.42,0.0,30838,BE,UPS,0
5821,PLISSEE_20,2.0,1.53,156.7,34142,DE,UPS,0
5822,INSCHUTZ,2.0,0.0,0.0,23005,N_A,TOUR_SPED,0
5823,INSCHUTZ,11.0,0.0,0.0,21327,DE,TOUR_SPED,0
5824,PLISSEE_20,1.0,1.05,69.4,17853,DE,UPS,0
5825,ROLLO,1.0,4.255,175.0,35950,DE,UPS,0
5826,ROLLO,1.0,7.175,240.0,17250,DE,UPS,0
5827,REPARATUR,1.0,9.29,120.0,22948,DE,UPS,0
5828,PLISSEE_20,2.0,1.12,53.5,26204,DE,UPS,0
5829,INSCHUTZ,1.0,0.0,0.0,25786,DE,TOUR_SPED,0
5830,LAMELLE,2.0,0.0,0.0,20751,DE,TOUR_SPED,0
5831,PLISSEE_20,2.0,1.525,137.3,35950,DE,UPS,0
5832,JALOUSIE,12.0,8.02,406.4,27482,DE,UPS,0
5833,BEFESTIGUN,1.0,0.0,0.0,35950,DE,DHL,0
5834,PLISSEE_20,2.0,1.39,78.5,16312,DE,UPS,0
5835,PLISSEE_20,4.0,0.0,0.0,35950,DE,DHL,0
5836,ROLLO,1.0,2.79,128.0,22167,DE,UPS,0
5837,PLISSEE_20,2.0,2.31,242.3,17011,DE,UPS,0
5838,KOLLEKTION,3.0,4.26,0.0,33558,FR,UPS,0
5839,INSCHUTZ,1.2,0.0,0.0,18009,DE,DHL,0
5840,PLISSEE_20,1.0,1.04,91.4,17694,DE,UPS,0
5841,PLISSEE_20,3.0,2.61,237.9,35950,DE,UPS,0
5842,PLISSEE_WA,1.0,1.175,101.1,35950,DE,UPS,0
5843,ENDKAPPEN,1.0,0.0,0.0,34003,DE,DHL,0
5844,PLISSEE_20,8.0,5.56,469.3,17195,DE,UPS,0
5845,PLISSEE_20,2.0,1.58,69.7,35950,AT,UPS,0
5846,PLISSEE_20,1.0,0.995,79.1,35950,CH,UPS,0
5847,PLISSEE_20,2.0,1.275,58.2,35950,CH,UPS,0
5848,PLISSEE_20,1.0,1.15,101.0,15803,DE,UPS,0
5849,ROLLO,1.0,3.54,180.0,35950,DE,UPS,0
5850,JALOUSIE,1.0,2.38,115.3,36426,DE,UPS,0
5851,BEFESTIGUN,4.0,0.0,0.0,29461,DE,DHL,0
5852,KOLLEKTION,4.0,3.605,0.0,15880,DE,UPS,0
5853,PLISSEE_20,1.0,0.76,62.8,20814,DE,UPS,0
5854,REPARATUR,1.0,1.06,99.9,19829,DE,UPS,0
5855,PLISSEE_20,1.0,0.77,50.5,35241,DE,UPS,0
5856,KOLLEKTION,3.0,4.175,0.0,17228,DE,UPS,0
5857,PLISSEE_20,2.0,1.545,65.5,35950,DE,UPS,0
5858,INSCHUTZ,20.0,4.06,0.0,28899,DE,UPS,0
5859,LAMELLE,2.0,5.41,196.0,27117,DE,UPS,0
5860,ROLLO,7.0,10.19,417.0,35950,DE,UPS,0
5861,PLISSEE_20,1.0,1.3,123.7,30858,IT,UPS,0
5862,PLISSEE_20,2.0,1.84,206.5,15244,DE,UPS,0
5863,PLISSEE_20,1.0,1.32,73.9,15327,DE,UPS,0
5864,PLISSEE_WA,2.0,1.96,75.5,19548,DE,UPS,0
5865,ROLLO,4.0,11.27,420.0,16907,DE,UPS,0
5866,PLISSEE_20,14.0,5.54,448.5,15090,DE,UPS,0
5867,ROLLO,3.0,9.76,200.0,35950,DE,UPS,0
5868,ROLLO,1.0,2.46,100.9,18261,DE,UPS,0
5869,LAMELLE,136.0,3.95,0.0,16189,DE,UPS,0
5870,PLISSEE_WA,2.0,6.04,232.0,19041,DE,UPS,0
5871,PLISSEE_20,2.0,1.62,148.4,35950,DE,UPS,0
5872,LAMELLE,2.0,0.0,338.5,16907,DE,TOUR_SPED,0
5873,ROLLO,4.0,31.39,410.0,35950,DE,UPS,0
5874,PLISSEE_20,5.0,11.14,460.0,29588,FR,UPS,0
5875,PLISSEE_20,2.0,1.73,150.8,35950,DE,UPS,0
5876,KOLLEKTION,1.0,0.835,0.0,36468,DE,UPS,0
5877,PLISSEE_WA,14.0,11.11,899.0,29469,DE,UPS,0
5878,PLISSEE_20,4.0,2.31,61.0,23693,DE,UPS,0
5879,PLISSEE_20,4.0,2.75,136.7,15689,DE,UPS,0
5880,INSCHUTZ,1.0,0.0,0.0,20913,DE,TOUR_SPED,0
5881,ROLLO,1.0,3.28,121.5,27447,BE,UPS,0
5882,LAMELLE,104.0,3.7,0.0,15637,DE,UPS,0
5883,PLISSEE_20,4.0,0.0,0.0,30449,DE,DHL,0
5884,ENDKAPPEN,1.0,0.0,0.0,35950,DE,DHL,0
5885,PLISSEE_WA,2.0,1.255,51.9,35950,DE,UPS,0
5886,PLISSEE_20,1.0,1.51,94.8,35950,DE,UPS,0
5887,BEFESTIGUN,1.0,0.15,0.0,35950,AT,UPS,0
5888,PLISSEE_20,1.0,1.5,0.0,21438,DE,UPS,0
5889,INSCHUTZ,6.0,0.0,0.0,22453,DE,TOUR_SPED,0
5890,PLISSEE_WA,1.0,1.355,75.7,35950,DE,UPS,0
5891,ROLLO,1.0,2.685,140.4,35950,DE,UPS,0
5892,INSCHUTZ,1.0,0.0,0.0,28685,DE,TOUR_SPED,0
5893,FVORHANG,15.0,5.005,204.4,20686,DE,UPS,0
5894,JALOUSIE,1.0,3.9,140.0,27278,DE,UPS,0
5895,INSCHUTZ,7.0,0.0,0.0,17885,DE,TOUR_SPED,0
5896,LAMELLE,1.0,0.0,0.0,25786,DE,DHL,0
5897,PLISSEE_WA,3.0,2.99,156.0,30653,DE,UPS,0
5898,ROLLO,16.0,3.86,166.1,35950,DE,UPS,0
5899,PLISSEE_20,11.0,7.345,330.0,22756,CH,UPS_CH,0
5900,ROLLO,2.0,5.815,258.0,27461,DE,UPS,0
5901,PLISSEE_20,4.0,8.225,621.8,20271,DE,UPS,0
5902,ROLLO,4.0,13.15,380.0,35950,AT,UPS,0
5903,SONSTIGE,2.0,0.0,0.0,26413,DE,DHL,0
5904,PLISSEE_20,2.0,0.8,35.5,26600,DE,UPS,0
5905,REPARATUR,1.0,14.875,148.0,21792,DE,UPS,0
5906,PLISSEE_20,1.0,0.0,0.0,34727,DE,DHL,0
5907,JALOUSIE,6.0,5.13,323.90000000000003,22880,DE,UPS,0
5908,ROLLO,4.0,4.515,80.0,35950,DE,UPS,0
5909,ROLLO,1.0,3.695,140.0,15737,DE,UPS,0
5910,PLISSEE_WA,4.0,2.725,134.4,35950,AT,UPS,0
5911,PLISSEE_20,1.0,1.06,83.0,15254,DE,UPS,0
5912,PLISSEE_20,2.0,2.925,221.39999999999998,35950,CH,UPS,0
5913,PLISSEE_20,15.0,0.0,0.0,17377,DE,DHL,0
5914,PLISSEE_20,9.0,5.19,209.0,15689,DE,UPS,0
5915,PLISSEE_20,2.0,2.25,175.8,27230,DE,UPS,0
5916,PLISSEE_20,1.0,1.5,104.2,27629,DE,UPS,0
5917,ROLLO,3.0,0.0,83.0,22167,DE,TOUR_SPED,0
5918,LAMELLE,4.0,0.0,881.0,23203,DE,TOUR_SPED,0
5919,PLISSEE_WA,1.0,0.955,55.4,35950,DE,UPS,0
5920,PLISSEE_20,3.0,2.07,137.7,16064,DE,UPS,0
5921,INSCHUTZ,1.0,0.0,0.0,37338,DE,TOUR_SPED,0
5922,PLISSEE_20,4.0,2.19,126.0,16402,DE,UPS,0
5923,INSCHUTZ,3.0,0.0,0.0,19355,DE,TOUR_SPED,0
5924,PLISSEE_20,12.0,11.065,687.9,17241,DE,UPS,0
5925,JALOUSIE,9.0,0.0,374.0,27942,DK,TOUR_SPED,0
5926,ROLLO,1.0,1.3,87.5,30388,IT,UPS,0
5927,KOLLEKTION,3.0,4.245,0.0,27892,BE,UPS,0
5928,FVORHANG,7.0,2.23,120.0,19868,DE,UPS,0
5929,PLISSEE_20,3.0,4.67,348.0,20148,DE,UPS,0
5930,PLISSEE_20,8.0,0.0,0.0,35950,DE,DHL,0
5931,INSCHUTZ,1.0,0.0,0.0,21074,DE,TOUR_SPED,0
5932,VARIOROLLO,4.0,0.0,188.0,29552,DE,TOUR_SPED,0
5933,ROLLO,13.0,22.06,571.0,35950,DE,UPS,0
5934,ROLLO,3.0,14.875,225.0,35950,DE,UPS,1
5935,PLISSEE_20,2.0,1.67,98.0,21604,DE,UPS,0
5936,FVORHANG,3.0,1.17,147.5,23261,DE,UPS,0
5937,PLISSEE_20,46.0,1.095,1380.0,29198,DE,UPS,0
5938,ROLLO,2.0,3.13,115.0,35950,DE,UPS,0
5939,PLISSEE_20,2.0,1.05,38.7,35950,DE,UPS,0
5940,JALOUSIE,1.0,8.045,110.0,15635,DE,UPS,0
5941,PLISSEE_20,1.0,1.78,120.0,15051,DE,UPS,0
5942,LAMELLE,1.0,2.35,130.0,23057,DE,UPS,0
5943,PLISSEE_20,3.0,2.58,255.0,33181,DE,UPS,0
5944,PLISSEE_20,2.0,0.81,31.7,22756,CH,UPS_CH,0
5945,PLISSEE_20,1.0,1.22,96.5,16907,DE,UPS,0
5946,PLISSEE_WA,1.0,1.0,50.0,37229,IT,UPS,0
5947,PLISSEE_20,2.0,1.9,99.2,20796,DE,UPS,0
5948,ROLLO,1.0,2.255,174.5,35950,DE,UPS,0
5949,PLISSEE_20,2.0,1.085,49.2,35950,DE,UPS,0
5950,LAMELLE,4.0,4.615,140.0,29351,BE,UPS,0
5951,PLISSEE_20,1.0,1.17,110.8,20259,DE,UPS,0
5952,PLISSEE_20,4.0,2.99,158.4,17241,DE,UPS,0
5953,PLISSEE_20,8.0,6.28,439.8,15240,DE,UPS,0
5954,PLISSEE_20,4.0,3.14,213.3,26352,DE,UPS,0
5955,PLISSEE_20,2.0,1.64,60.0,30356,DE,UPS,0
5956,PLISSEE_20,8.0,6.58,443.0,35301,DE,UPS,0
5957,INSCHUTZ,2.0,0.0,0.0,15719,DE,TOUR_SPED,0
5958,ROLLO,2.0,7.485,227.0,35950,DE,UPS,0
5959,ROLLO,1.0,0.0,0.0,24918,DE,DHL,0
5960,INSCHUTZ,48.0,0.0,0.0,15102,DE,DHL,0
5961,PLISSEE_20,7.0,4.73,392.1,23006,DE,UPS,0
5962,JALOUSIE,1.0,0.93,36.8,22756,CH,UPS_CH,0
5963,KOLLEKTION,1.0,0.355,0.0,28712,DE,UPS,0
5964,INSCHUTZ,1.0,0.0,0.0,27461,DE,TOUR_SPED,0
5965,JALOUSIE,2.0,19.44,0.0,35950,DE,UPS,0
5966,PLISSEE_WA,2.0,1.645,147.8,35950,AT,UPS,0
5967,PLISSEE_WA,2.0,2.275,157.4,35950,DE,UPS,0
5968,ROLLO,3.0,6.965,330.0,20175,DE,UPS,0
5969,PLISSEE_20,1.0,1.235,97.5,35950,DE,UPS,0
5970,ROLLO,4.0,4.82,153.60000000000002,35950,DE,UPS,0
5971,INSCHUTZ,4.0,0.0,0.0,22843,LU,TOUR_SPED,0
5972,INSCHUTZ,8.0,0.0,0.0,23976,DE,DHL,0
5973,INSCHUTZ,1.0,0.0,0.0,36246,DE,TOUR_SPED,0
5974,ROLLO,4.0,8.135,415.0,35950,CH,UPS,1
5975,PLISSEE_WA,2.0,1.8,58.7,35950,CH,UPS,0
5976,PLISSEE_20,1.0,1.12,81.7,20751,DE,UPS,0
5977,ROLLO,1.0,2.58,95.0,20820,DE,UPS,0
5978,PLISSEE_WA,2.0,1.79,144.1,16411,DE,UPS,0
5979,PLISSEE_20,2.0,1.84,105.5,15932,DE,UPS,0
5980,PLISSEE_WA,12.0,11.77,1171.8,15971,DE,UPS,0
5981,ENDKAPPEN,4.0,0.0,0.0,28959,DE,DHL,0
5982,PLISSEE_20,4.0,2.57,193.9,17853,DE,UPS,0
5983,PLISSEE_20,4.0,3.22,262.9,16976,DE,UPS,0
5984,ROLLO,1.0,5.79,240.0,35950,DE,UPS,0
5985,ROLLO,2.0,13.78,488.0,21268,DE,UPS,0
5986,PLISSEE_WA,2.0,2.4,203.10000000000002,22756,CH,UPS_CH,0
5987,INSCHUTZ,1.0,0.0,0.0,29678,DE,TOUR_SPED,0
5988,ROLLO,3.0,10.25,360.0,35950,DE,UPS,0
5989,PLISSEE_20,2.0,1.62,75.7,35950,DE,UPS,0
5990,KOLLEKTION,3.0,4.18,0.0,15102,DE,UPS,0
5991,INSCHUTZ,1.0,0.0,0.0,21412,DE,TOUR_SPED,0
5992,INSCHUTZ,15.0,0.0,0.0,27667,DE,TOUR_SPED,0
5993,PLISSEE_WA,6.0,5.23,274.0,35950,DE,UPS,0
5994,INSCHUTZ,1.0,0.0,0.0,27230,DE,TOUR_SPED,0
5995,PLISSEE_20,3.0,1.83,139.5,26356,DE,UPS,0
5996,LAMELLE,46.0,0.0,11775.6,27249,DE,TOUR_SPED,0
5997,INSCHUTZ,11.0,0.0,0.0,15591,DE,KEP,0
5998,PLISSEE_WA,2.0,1.495,64.1,35950,DE,UPS,0
5999,PLISSEE_20,2.0,1.885,107.5,35950,DE,UPS,0
6000,ROLLO,1.0,3.435,176.0,20881,DE,UPS,0
6001,ROLLO,2.0,11.55,248.0,15689,DE,UPS,0
6002,PLISSEE_20,10.0,4.96,288.5,19192,DE,UPS,0
6003,ROLLO,3.0,10.795,481.0,35950,DE,UPS,0
6004,PLISSEE_WA,1.0,1.095,77.2,35950,AT,UPS,0
6005,PLISSEE_20,2.0,1.2,55.3,35073,DE,UPS,0
6006,PLISSEE_20,2.0,1.78,147.8,24895,DE,UPS,0
6007,FVORHANG,5.0,1.89,55.0,19322,DE,UPS,0
6008,PLISSEE_20,4.0,3.77,314.3,27435,DE,UPS,0
6009,GETRIEBE,1.0,0.0,0.0,28984,DE,DHL,0
6010,ROLLO,1.0,3.21,155.0,35950,DE,UPS,0
6011,REPARATUR,1.0,0.0,232.5,17011,DE,TOUR_SPED,0
6012,INSCHUTZ,3.0,0.0,0.0,15635,DE,TOUR_SPED,0
6013,ROLLO,1.0,2.36,100.0,30047,IT,UPS,0
6014,PLISSEE_WA,1.0,1.015,68.7,35950,DE,UPS,0
6015,PLISSEE_20,2.0,1.28,62.2,35073,DE,UPS,0
6016,PRÜFUNG,1.0,0.0,355.8,25889,DE,TOUR_SPED,0
6017,PLISSEE_20,4.0,0.0,322.0,29342,DE,ABHOLER,0
6018,INSCHUTZ,65.0,0.0,0.0,25735,DE,DHL,0
6019,INSCHUTZ,6.0,0.0,0.0,24756,DE,TOUR_SPED,0
6020,PLISSEE_20,3.0,1.86,128.3,22756,CH,UPS_CH,0
6021,PLISSEE_WA,2.0,1.72,155.9,35950,DE,UPS,0
6022,ROLLO,3.0,5.105,285.0,15264,DE,UPS,0
6023,WERBEMITTE,860.0,15.05,0.0,17119,DE,ABHOLER,0
6024,PLISSEE_20,1.0,0.81,51.7,35950,DE,UPS,0
6025,PLISSEE_20,11.0,8.275,830.8,15026,DE,UPS,0
6026,PLISSEE_20,1.0,0.0,0.0,35950,DE,DHL,0
6027,LAMELLE,2.0,0.0,631.2,15354,DE,TOUR_SPED,0
6028,ROLLO,1.0,2.68,91.0,35950,DE,UPS,0
6029,PLISSEE_20,2.0,1.595,69.2,35950,CH,UPS,0
6030,JALOUSIE,1.0,2.15,74.0,26241,DE,UPS,0
6031,ROLLO,6.0,8.635,290.0,35950,DE,UPS,0
6032,PLISSEE_WA,2.0,1.94,158.0,24321,DE,UPS,0
6033,ROLLO,1.0,2.665,112.0,35950,DE,UPS,0
6034,LAMELLE,5.0,0.0,1321.5,15631,DE,TOUR_SPED,0
6035,ROLLO,2.0,2.115,144.1,35950,DE,UPS,0
6036,JALOUSIE,1.0,2.03,77.0,29468,DE,UPS,0
6037,PLISSEE_20,1.0,0.925,73.7,35950,DE,UPS,0
6038,PLISSEE_20,3.0,5.46,409.2,31523,DE,UPS,0
6039,INSCHUTZ,1.0,0.0,0.0,18211,DE,TOUR_SPED,0
6040,PLISSEE_20,1.0,0.0,81.4,34984,DE,TOUR_SPED,0
6041,PLISSEE_20,2.0,0.8,69.2,15371,DE,UPS,0
6042,PLISSEE_20,1.0,0.96,89.3,35950,DE,UPS,0
6043,PLISSEE_20,2.0,1.38,120.5,20751,DE,UPS,0
6044,JALOUSIE,2.0,18.54,417.2,18909,DE,UPS,0
6045,PLISSEE_WA,5.0,4.62,372.0,35950,DE,UPS,0
6046,ROLLO,2.0,6.495,130.0,35950,DE,UPS,0
6047,PLISSEE_WA,2.0,2.17,77.4,22756,CH,UPS_CH,0
6048,PLISSEE_20,4.0,2.86,213.1,16098,DE,UPS,0
6049,PLISSEE_20,3.0,5.005,200.0,20727,DE,UPS,0
