,Produktgruppe,Menge,Gewicht,Mass 1,Kunden-Nr.,Land,Zustellercode,Transportschaden
14821,PLISSEE_20,7.0,5.86,426.9,27929,DE,UPS,0
14822,PLISSEE_20,2.0,1.65,73.0,34353,DE,UPS,0
14823,ROLLO,2.0,11.885,380.0,35950,AT,UPS,0
14824,PLISSEE_20,8.0,4.61,308.7,26007,DE,UPS,0
14825,PLISSEE_20,2.0,1.11,89.7,30568,DE,UPS,0
14826,ROLLO,1.0,0.99,62.6,35950,DE,UPS,0
14827,PLISSEE_20,3.0,2.59,237.3,22756,CH,UPS_CH,0
14828,PLISSEE_20,8.0,3.78,248.1,22756,CH,UPS_CH,0
14829,PLISSEE_20,6.0,2.81,99.7,22756,CH,UPS_CH,0
14830,PLISSEE_20,1.0,0.92,61.2,35950,DE,UPS,0
14831,ROLLO,3.0,2.16,124.0,35950,DE,UPS,0
14832,ROLLO,13.0,11.82,155.0,35950,CH,UPS,0
14833,ROLLO,1.0,2.21,135.0,35950,DE,UPS,0
14834,PLISSEE_20,2.0,1.59,175.7,22674,DE,UPS,0
14835,PLISSEE_20,1.0,1.16,98.1,20710,DE,UPS,0
14836,PLISSEE_20,2.0,1.39,140.1,18455,DE,UPS,0
14837,ROLLO,1.0,2.24,125.8,35950,DE,UPS,1
14838,PLISSEE_20,2.0,1.26,62.7,15094,DE,UPS,0
14839,PLISSEE_20,6.0,7.9,521.6,37031,DE,UPS,0
14840,PLISSEE_20,6.0,5.22,184.0,20382,DE,UPS,0
14841,ROLLO,2.0,2.54,97.3,35950,DE,UPS,0
14842,PLISSEE_20,5.0,3.15,144.6,20382,DE,UPS,0
14843,PLISSEE_20,6.0,3.9,348.3,15090,DE,UPS,0
14844,ROLLO,1.0,8.02,255.0,35950,DE,UPS,0
14845,PLISSEE_20,1.0,1.26,112.9,15594,DE,UPS,0
14846,PLISSEE_20,3.0,2.095,63.5,35950,DE,UPS,0
14847,PLISSEE_20,2.0,1.53,82.2,36717,DE,UPS,0
14848,PLISSEE_20,1.0,1.06,81.0,23402,DE,UPS,0
14849,PLISSEE_20,1.0,1.04,76.0,15803,DE,UPS,0
14850,ROLLO,3.0,7.7,200.0,35950,DE,UPS,0
14851,PLISSEE_20,2.0,2.07,174.8,29035,DE,UPS,0
14852,PLISSEE_WA,2.0,2.255,204.9,35950,DE,UPS,0
14853,PLISSEE_20,6.0,5.85,509.3,24908,DE,UPS,0
14854,PLISSEE_20,4.0,3.32,278.7,25735,DE,UPS,0
14855,ROLLO,2.0,1.255,87.8,35950,DE,UPS,0
14856,PLISSEE_20,3.0,1.66,130.8,15246,DE,UPS,0
14857,PLISSEE_20,2.0,0.85,37.6,20251,DE,UPS,0
14858,ROLLO,1.0,5.06,193.5,35950,DE,UPS,0
14859,PLISSEE_20,2.0,0.77,33.0,24321,DE,UPS,0
14860,PLISSEE_20,3.0,1.16,77.0,19590,DE,UPS,0
14861,PLISSEE_20,5.0,2.41,113.3,28585,DE,UPS,0
14862,PLISSEE_20,8.0,2.81,32.7,35950,DE,UPS,0
14863,PLISSEE_20,1.0,1.08,103.0,26204,DE,UPS,0
14864,PLISSEE_20,2.0,0.97,52.4,19298,DE,UPS,0
14865,PLISSEE_20,1.0,0.87,71.0,37253,DE,UPS,0
14866,FALTROLLO,2.0,4.56,260.0,29325,DE,UPS,0
14867,PLISSEE_20,3.0,1.46,116.3,35206,DE,UPS,0
14868,ROLLO,2.0,3.405,246.0,35950,CH,UPS,0
14869,ROLLO,1.0,6.1,180.0,35950,DE,UPS,0
14870,FALTROLLO,1.0,2.11,140.0,19573,DE,UPS,0
14871,PLISSEE_20,2.0,1.27,65.0,21412,DE,UPS,0
14872,PLISSEE_20,2.0,1.52,161.9,24249,DE,UPS,0
14874,INSCHUTZ,4.0,0.0,0.0,36854,BE,TOUR_SPED,0
14875,PLISSEE_20,1.0,1.34,131.5,26182,DE,UPS,0
14876,ROLLO,1.0,1.765,114.0,35950,DE,UPS,0
14877,PLISSEE_20,1.0,0.85,60.2,22756,CH,UPS_CH,0
14878,PLISSEE_20,2.0,1.23,57.0,27629,DE,UPS,0
14879,ROLLO,2.0,1.715,179.0,35950,DE,UPS,0
14880,REPARATUR,2.0,5.285,270.0,35950,DE,UPS,0
14881,PLISSEE_20,2.0,0.88,38.5,23202,DE,UPS,0
14882,PLISSEE_20,2.0,1.13,124.0,26403,DE,UPS,0
14883,PLISSEE_20,1.0,1.165,73.2,35950,AT,UPS,0
14884,REPARATUR,1.0,1.2,78.5,35950,DE,UPS,0
14885,PLISSEE_20,7.0,5.31,415.5,16500,DE,UPS,0
14886,PLISSEE_20,2.0,2.99,201.8,25556,DE,UPS,0
14887,PLISSEE_20,3.0,2.6,274.8,23006,DE,UPS,0
14888,PLISSEE_20,2.0,2.41,94.0,17694,DE,UPS,0
14889,INSCHUTZ,4.4,4.74,0.0,17577,DE,UPS,0
14890,ROLLO,1.0,3.14,150.0,35950,DE,UPS,0
14891,PLISSEE_20,1.0,0.86,80.0,22453,DE,UPS,0
14892,PLISSEE_20,3.0,1.935,139.9,35950,DE,UPS,0
14893,PLISSEE_20,1.0,1.06,77.5,22049,DE,UPS,0
14894,ROLLO,1.0,2.135,141.0,35950,DE,UPS,0
14895,PLISSEE_20,2.0,1.51,76.5,28612,DE,UPS,0
14896,PLISSEE_20,1.0,1.07,68.7,35950,DE,UPS,0
14897,PLISSEE_20,1.0,1.245,83.2,35950,DE,UPS,0
14898,PLISSEE_20,4.0,1.69,89.7,24272,AT,UPS,0
14899,ROLLO,1.0,1.95,115.0,35950,DE,UPS,0
14900,PLISSEE_20,4.0,1.77,80.5,15982,DE,UPS,0
14901,ROLLO,1.0,3.555,170.0,35950,DE,UPS,0
14902,PLISSEE_20,1.0,1.475,88.2,35950,DE,UPS,0
14903,ROLLO,1.0,2.815,174.0,35950,DE,UPS,0
14904,PLISSEE_20,1.0,1.06,72.7,35950,AT,UPS,0
14905,PLISSEE_20,1.0,0.9,49.3,35950,DE,UPS,0
14906,ROLLO,1.0,0.98,54.6,35950,DE,UPS,0
14907,PLISSEE_20,1.0,1.23,92.0,35950,AT,UPS,0
14908,ROLLO,1.0,3.555,156.0,35950,DE,UPS,0
14909,PLISSEE_WA,7.0,3.58,256.5,35950,CH,UPS,0
14910,ROLLO,1.0,3.335,163.5,35950,DE,UPS,0
14911,PLISSEE_20,2.0,1.495,77.9,35950,DE,UPS,0
14912,ROLLO,1.0,1.405,129.5,35950,DE,UPS,0
14913,PLISSEE_20,2.0,1.075,34.2,35950,DE,UPS,0
14914,ROLLO,2.0,5.95,325.0,35950,AT,UPS,0
14915,PLISSEE_20,1.0,0.51,37.5,17250,DE,UPS,0
14916,PLISSEE_20,1.0,0.85,61.0,15182,DE,UPS,0
14917,PLISSEE_WA,2.0,2.77,198.4,35950,DE,UPS,0
14918,ROLLO,2.0,5.18,320.0,35950,DE,UPS,0
14919,PLISSEE_WA,1.0,2.34,116.0,35950,DE,UPS,0
14920,PLISSEE_20,2.0,1.96,215.8,16091,DE,UPS,0
14921,PLISSEE_20,6.0,5.05,315.0,23402,DE,UPS,0
14922,ROLLO,1.0,7.29,203.0,27201,FR,UPS,0
14923,JALOUSIE,1.0,4.09,184.0,29643,DE,UPS,0
14924,PLISSEE_20,2.0,1.14,102.9,35950,CH,UPS,0
14925,PLISSEE_20,4.0,4.32,363.9,17176,DE,UPS,0
14926,PLISSEE_20,5.0,4.85,366.2,29198,DE,UPS,0
14927,REPARATUR,1.0,6.655,80.7,35950,DE,UPS,0
14928,PLISSEE_20,1.0,1.31,100.6,17786,DE,UPS,0
14929,PLISSEE_20,2.0,1.58,82.0,17413,DE,UPS,0
14930,REPARATUR,1.0,0.78,52.5,27080,DE,UPS,0
14931,PLISSEE_20,5.0,2.3,143.3,18919,DE,UPS,0
14932,REPARATUR,2.0,3.55,109.89999999999999,33821,DE,UPS,0
14933,PLISSEE_20,10.0,6.41,232.7,16312,DE,UPS,0
14934,PLISSEE_20,3.0,2.2,174.10000000000002,18170,DE,UPS,0
14935,PLISSEE_20,1.0,0.985,51.0,35950,DE,UPS,0
14936,PLISSEE_20,1.0,1.3,98.5,17704,DE,UPS,0
14937,PLISSEE_20,2.0,1.025,46.9,35950,AT,UPS,0
14938,PLISSEE_20,2.0,1.37,103.4,35950,AT,UPS,0
14939,PLISSEE_20,6.0,8.37,430.8,34930,DE,UPS,0
14940,PLISSEE_20,2.0,1.055,91.2,35950,DE,UPS,0
14941,PLISSEE_20,2.0,1.54,70.7,35950,DE,UPS,0
14942,PLISSEE_20,4.0,5.7,283.0,35950,DE,UPS,2
14943,PLISSEE_20,1.0,1.165,61.7,35950,DE,UPS,0
14944,PLISSEE_20,2.0,1.99,85.5,35950,DE,UPS,0
14945,PLISSEE_WA,2.0,1.14,82.4,35950,DE,UPS,0
14946,ROLLO,6.0,1.97,160.0,35950,CH,UPS,0
14947,PLISSEE_20,4.0,1.21,45.0,27371,FR,UPS,0
14948,PLISSEE_WA,1.0,2.33,121.0,35950,DE,UPS,0
14949,REPARATUR,1.0,0.66,40.0,21118,DE,UPS,0
14950,PLISSEE_20,2.0,1.5,70.8,18845,DE,UPS,0
14951,PLISSEE_20,2.0,1.92,94.0,26007,DE,UPS,0
14952,PLISSEE_WA,3.0,2.84,179.5,35954,DE,UPS,0
14953,ROLLO,1.0,4.725,186.0,35950,DE,UPS,0
14954,PLISSEE_20,2.0,2.72,101.0,17885,DE,UPS,0
14955,PLISSEE_20,4.0,3.05,148.4,15472,DE,UPS,0
14956,ROLLO,2.0,1.96,174.7,19355,DE,UPS,0
14957,PLISSEE_20,2.0,1.94,194.0,19829,DE,UPS,0
14958,PLISSEE_20,3.0,2.38,151.5,27371,FR,UPS,0
14959,PLISSEE_20,3.0,2.01,138.9,16091,DE,UPS,0
14960,PLISSEE_20,8.0,3.69,177.0,22756,CH,UPS_CH,0
14961,PLISSEE_20,3.0,1.91,123.4,22756,CH,UPS_CH,0
14962,PLISSEE_WA,3.0,5.21,241.2,35950,DE,UPS,0
14963,ROLLO,1.0,4.48,89.0,35950,DE,UPS,0
14964,ROLLO,4.0,5.36,218.9,24272,AT,UPS,0
14965,PLISSEE_WA,1.0,3.51,94.0,16411,DE,UPS,0
14966,PLISSEE_20,10.0,11.43,834.2,30295,IT,UPS,0
14967,PLISSEE_20,1.0,1.485,93.7,35950,DE,UPS,0
14968,PLISSEE_20,2.0,6.5,363.29999999999995,15719,DE,UPS,0
14969,ROLLO,3.0,1.675,83.0,35950,DE,UPS,0
14970,PLISSEE_20,2.0,2.31,116.1,35963,FR,UPS,0
14971,PLISSEE_20,1.0,1.1,69.8,15594,DE,UPS,0
14972,PLISSEE_20,1.0,1.205,91.2,35950,DE,UPS,0
14973,REPARATUR,1.0,0.53,32.2,33754,DE,UPS,0
14974,PLISSEE_WA,1.0,0.885,46.0,35950,DE,UPS,0
14975,PLISSEE_20,1.0,1.145,88.7,35950,AT,UPS,0
14976,ROLLO,2.0,1.735,61.3,35950,DE,UPS,0
14977,PLISSEE_20,2.0,1.59,139.4,16779,DE,UPS,0
14978,PLISSEE_20,3.0,2.16,114.2,15612,DE,UPS,0
14979,PLISSEE_20,2.0,1.49,70.2,35950,DE,UPS,0
14980,PLISSEE_20,4.0,3.09,159.5,20743,DE,UPS,0
14981,PLISSEE_WA,3.0,1.925,111.2,35950,DE,UPS,0
14982,REPARATUR,1.0,1.46,99.9,23252,DE,UPS,0
14983,ROLLO,1.0,2.17,127.3,35950,DE,UPS,0
14984,PLISSEE_20,4.0,2.36,104.5,18417,DE,UPS,0
14985,PLISSEE_WA,2.0,2.63,94.0,35950,DE,UPS,0
14986,PLISSEE_20,3.0,2.09,54.4,22756,CH,UPS_CH,0
14987,ROLLO,1.0,1.33,77.5,35950,DE,UPS,0
14988,PLISSEE_20,2.0,1.52,146.3,35950,DE,UPS,0
14989,PLISSEE_20,1.0,1.3,95.7,35950,AT,UPS,0
14990,ROLLO,1.0,7.87,112.0,33142,BE,UPS,0
14991,PLISSEE_20,2.0,1.625,72.8,35950,DE,UPS,0
14992,ROLLO,1.0,1.725,96.5,35950,DE,UPS,0
14993,PLISSEE_20,2.0,1.655,63.7,35950,DE,UPS,0
14994,PLISSEE_20,3.0,0.0,324.1,23211,DE,UPS,0
14995,PLISSEE_20,2.0,2.23,157.4,35950,DE,UPS,0
14996,ROLLO,3.0,3.07,219.0,30409,IT,UPS,0
14997,ROLLO,3.0,1.02,46.0,35950,DE,UPS,0
14998,ROLLO,5.0,15.1,110.0,35950,DE,UPS,0
14999,PLISSEE_WA,3.0,2.72,150.10000000000002,35950,DE,UPS,0
15000,PLISSEE_20,1.0,1.32,102.0,35950,DE,UPS,0
15001,PLISSEE_WA,1.0,1.48,105.6,37134,DE,UPS,0
15002,REPARATUR,2.0,4.14,234.0,26182,DE,UPS,0
15003,ROLLO,1.0,0.97,54.6,35950,DE,UPS,0
15004,ROLLO,1.0,1.37,91.3,15133,DE,UPS,0
15005,INSCHUTZ,13.0,0.0,0.0,34838,DE,TOUR_SPED,0
15006,PLISSEE_WA,5.0,3.31,135.0,19082,DE,UPS,0
15007,PLISSEE_20,1.0,1.17,76.2,35950,DE,UPS,0
15008,PLISSEE_WA,3.0,2.58,69.7,35950,DE,UPS,0
15009,ROLLO,3.0,1.62,98.0,35950,DE,UPS,0
15010,ROLLO,1.0,1.155,69.4,35950,DE,UPS,0
15011,PLISSEE_20,5.0,2.81,175.0,35950,CH,UPS,0
15012,PLISSEE_WA,2.0,1.57,59.2,35950,CH,UPS,0
15013,ROLLO,1.0,2.565,139.0,35950,AT,UPS,0
15014,ROLLO,1.0,1.635,94.6,35950,DE,UPS,0
15015,ROLLO,3.0,1.595,85.0,35950,DE,UPS,0
15016,PLISSEE_20,10.0,7.375,778.5,35950,DE,UPS,0
15017,PLISSEE_WA,3.0,1.835,114.2,35950,DE,UPS,0
15018,PLISSEE_20,1.0,0.78,52.0,35950,DE,UPS,0
15020,PLISSEE_WA,1.0,1.095,61.3,35950,CH,UPS,0
15021,ROLLO,1.0,1.455,85.0,35950,DE,UPS,0
15022,PLISSEE_WA,1.0,1.23,82.5,35950,DE,UPS,0
15023,ROLLO,1.0,1.13,69.0,35950,DE,UPS,0
15024,ROLLO,2.0,4.73,197.2,19355,DE,UPS,0
15025,PLISSEE_20,4.0,2.94,273.2,15971,DE,UPS,0
15026,ROLLO,4.0,7.26,452.5,15635,DE,UPS,0
15027,ROLLO,6.0,1.62,116.0,30281,IT,UPS,0
15028,PLISSEE_20,1.0,0.58,121.5,17577,DE,UPS,0
15029,PLISSEE_20,3.0,2.5,79.5,22453,DE,UPS,0
15030,REPARATUR,1.0,1.13,75.5,16255,DE,UPS,0
15031,REPARATUR,1.0,1.21,78.0,24272,AT,UPS,0
15032,PLISSEE_20,8.0,4.41,156.0,20796,DE,UPS,0
15033,LAMELLE,36.0,6.81,0.0,22392,DE,UPS,0
15034,ROLLO,2.0,1.58,61.3,35950,DE,UPS,0
15035,PLISSEE_20,1.0,1.25,93.3,35950,DE,UPS,0
15036,LAMELLE,37.0,4.33,0.0,17577,DE,UPS,0
15037,LAMELLE,56.0,1.61,0.0,26502,DE,UPS,0
15038,PLISSEE_WA,3.0,1.5,110.6,35950,DE,UPS,0
15039,ROLLO,1.0,5.165,100.0,35950,DE,UPS,0
15040,ROLLO,1.0,0.98,60.0,35950,DE,UPS,0
15041,LAMELLE,104.0,3.7,0.0,15637,DE,UPS,0
15042,LAMELLE,24.0,1.54,0.0,21199,DE,UPS,0
15043,ROLLO,1.0,0.625,35.0,35950,DE,UPS,0
15044,ROLLO,1.0,4.02,167.7,36752,FR,UPS,0
15045,PLISSEE_20,4.0,4.38,349.7,26007,DE,UPS,0
15046,PLISSEE_20,1.0,0.73,40.0,17559,DE,UPS,0
15047,PLISSEE_20,2.0,1.85,73.1,18233,DE,UPS,0
15048,ROLLO,1.0,2.12,101.8,25556,DE,UPS,0
15049,ROLLO,1.0,3.15,97.3,18430,DE,UPS,0
15050,ROLLO,3.0,13.42,280.0,35950,DE,UPS,0
15051,PLISSEE_20,4.0,4.72,383.6,17718,DE,UPS,0
15052,ROLLO,1.0,1.92,80.0,20272,DE,UPS,0
15053,PLISSEE_20,3.0,2.22,132.3,36725,DE,UPS,0
15054,PLISSEE_20,2.0,1.54,86.0,15094,DE,UPS,0
15055,PLISSEE_20,3.0,0.0,286.1,19268,DE,AUSL._FA,0
15056,PLISSEE_20,1.0,1.13,66.2,27932,DE,UPS,0
15057,ROLLO,3.0,3.0,157.8,16402,DE,UPS,0
15058,PLISSEE_20,1.0,1.43,88.0,15817,DE,UPS,0
15059,ROLLO,3.0,6.375,367.0,35950,DE,UPS,0
15060,PLISSEE_20,4.0,2.32,107.8,27210,DE,UPS,0
15061,PLISSEE_20,2.0,1.89,85.0,20420,DE,UPS,0
15062,PLISSEE_20,5.0,3.45,271.0,25386,DE,UPS,0
15063,PLISSEE_WA,5.0,3.595,274.2,35950,DE,UPS,0
15064,PLISSEE_20,3.0,2.07,185.0,19663,DE,UPS,0
15065,PLISSEE_20,2.0,1.57,152.10000000000002,20557,DE,UPS,0
15066,PLISSEE_20,2.0,1.35,64.0,21886,DE,UPS,0
15067,PLISSEE_20,2.0,1.55,82.0,15803,DE,UPS,0
15068,PLISSEE_20,10.0,6.51,188.0,19322,DE,UPS,0
15069,PLISSEE_20,7.0,5.63,393.9,29035,DE,UPS,0
15070,ROLLO,3.0,10.11,225.0,35950,DE,UPS,0
15071,LAMELLE,2.0,6.069999999999999,252.3,20913,DE,UPS,0
15072,ROLLO,2.0,13.28,460.0,33820,DE,UPS,0
15073,LAMELLE,2.0,8.86,253.0,29496,FR,UPS,0
15074,JALOUSIE,2.0,8.55,335.0,27376,FR,UPS,0
15075,LAMELLE,9.0,4.5600000000000005,145.0,33456,FR,UPS,0
15076,ROLLO,2.0,7.9,297.0,37012,DE,UPS,0
15077,ROLLO,3.0,2.825,124.5,35950,DE,UPS,0
15078,GETRIEBE,1.0,0.39,0.0,21709,FR,UPS,0
15079,PLISSEE_20,7.0,4.155,350.0,35950,DE,UPS,0
15080,FVORHANG,2.935,1.61,0.0,16907,DE,UPS,0
15081,ROLLO,6.0,1.9,168.0,35950,DE,UPS,0
15082,PLISSEE_20,3.0,2.25,214.5,19829,DE,UPS,0
15083,PLISSEE_20,2.0,1.74,81.5,26204,DE,UPS,0
15084,ROLLO,9.0,3.515,212.0,35950,DE,UPS,0
15085,GETRIEBE,2.0,0.62,97.7,23187,DE,UPS,0
15086,ROLLO,2.0,1.78,174.8,35950,DE,UPS,0
15087,PLISSEE_20,2.0,1.71,91.8,25533,DE,UPS,0
15088,ROLLO,1.0,2.57,125.0,35950,DE,UPS,0
15089,PLISSEE_20,3.0,1.95,176.2,25422,DE,UPS,0
15090,PLISSEE_20,2.0,1.8,86.2,19179,DE,UPS,0
15091,ROLLO,3.0,1.81,45.6,35950,DE,UPS,0
15092,PLISSEE_20,6.0,5.14,361.9,21438,DE,UPS,0
15093,PLISSEE_20,18.0,4.79,470.4,30033,IT,UPS,0
15094,PLISSEE_20,4.0,3.0,131.4,17244,DE,UPS,0
15095,PLISSEE_20,1.0,0.66,31.8,15072,DE,UPS,0
15096,PLISSEE_20,2.0,1.12,45.2,20974,DE,UPS,0
15097,ROLLO,4.0,5.685,329.0,35950,DE,UPS,0
15098,PLISSEE_WA,2.0,2.07,94.7,35950,AT,UPS,0
15099,ROLLO,3.0,2.805,262.5,35950,DE,UPS,0
15100,ROLLO,5.0,2.33,95.3,35950,DE,UPS,0
15101,LAMELLE,4.0,10.05,297.0,35031,FR,UPS,0
15102,LAMELLE,4.0,14.96,450.0,33910,FR,UPS,0
15103,PLISSEE_20,4.0,4.44,356.0,36338,IT,UPS,0
15104,REPARATUR,1.0,3.49,99.9,19551,DE,UPS,0
15105,FVORHANG,12.0,5.03,120.0,27447,BE,UPS,0
15106,ROLLO,3.0,12.0,421.0,18170,DE,UPS,3
15107,PLISSEE_20,7.0,4.415,498.0,35950,DE,UPS,0
15108,REPARATUR,6.0,6.36,240.0,36752,FR,UPS,0
15109,JALOUSIE,1.0,15.88,0.0,36542,DE,UPS,0
15110,PLISSEE_20,5.0,2.505,120.9,35950,DE,UPS,0
15111,ROLLO,1.0,2.915,150.0,35950,DE,UPS,0
15112,PLISSEE_20,5.0,3.56,271.0,35950,DE,UPS,0
15113,JALOUSIE,1.0,8.86,120.0,15072,DE,UPS,0
15114,ROLLO,1.0,1.3,98.0,35950,DE,UPS,0
15115,REPARATUR,4.0,7.23,505.3,36042,FR,UPS,0
15116,PLISSEE_WA,2.0,2.845,196.5,35950,DE,UPS,0
15117,PLISSEE_20,3.0,3.56,296.0,19054,DE,UPS,0
15118,ROLLO,1.0,1.755,100.0,35950,DE,UPS,0
15119,FALTROLLO,3.0,5.36,330.5,34406,DE,UPS,0
15120,PLISSEE_WA,6.0,6.46,492.0,28510,DE,UPS,0
15121,ROLLO,1.0,3.325,180.0,35950,DE,UPS,0
15122,LAMELLE,10.0,0.0,491.9,35690,FR,SPED,0
15123,JALOUSIE,1.0,7.71,0.0,37124,DE,UPS,0
15124,JALOUSIE,1.0,6.86,0.0,24779,DE,UPS,0
15125,PLISSEE_WA,1.0,1.03,64.7,35950,DE,UPS,0
15126,PLISSEE_20,6.0,3.355,175.5,35950,DE,UPS,0
15127,JALOUSIE,9.0,13.97,657.0,18211,DE,UPS,0
15128,ROLLO,3.0,17.305,400.0,35950,DE,UPS,0
15129,ROLLO,3.0,5.5,192.0,24890,DE,UPS,0
15130,PLISSEE_20,1.0,3.07,170.5,27061,DE,UPS,0
15131,PLISSEE_20,1.0,1.31,80.0,24568,LU,UPS,0
15132,ROLLO,1.0,2.37,103.8,35950,DE,UPS,0
15133,PLISSEE_20,1.0,1.36,86.0,24605,DE,UPS,0
15134,PLISSEE_20,2.0,2.33,194.5,36139,DE,UPS,0
15135,PLISSEE_20,1.0,0.85,66.1,35950,DE,UPS,0
15136,PLISSEE_20,3.0,2.6,219.0,29093,DE,UPS,0
15137,ROLLO,1.0,1.44,92.0,35950,DE,UPS,0
15138,ROLLO,2.0,9.32,420.0,35950,DE,UPS,0
15139,PLISSEE_20,3.0,2.97,167.8,23351,DE,UPS,0
15140,FVORHANG,2.0,1.26,47.0,29469,DE,UPS,0
15141,PLISSEE_20,2.0,1.28,46.5,24568,LU,UPS,0
15142,PLISSEE_20,1.0,1.36,85.2,19096,DE,UPS,0
15143,PLISSEE_20,3.0,3.25,237.5,18352,DE,UPS,0
15144,PLISSEE_20,6.0,2.7,206.0,15849,DE,UPS,0
15145,PLISSEE_20,6.0,4.77,385.0,15689,DE,UPS,0
15146,ROLLO,1.0,3.0,130.0,29399,DE,UPS,0
15147,ROLLO,2.0,3.69,180.0,34942,PT,UPS,0
15148,ROLLO,2.0,4.76,206.0,16691,DE,UPS,0
15149,ROLLO,1.0,2.95,126.0,33616,IT,UPS,0
15150,ROLLO,1.0,3.31,100.0,19355,DE,UPS,0
15151,ROLLO,1.0,6.9,152.0,35950,DE,UPS,0
15152,ROLLO,1.0,2.715,89.9,35950,DE,UPS,0
15153,FALTROLLO,1.0,1.9,116.8,17413,DE,UPS,0
15154,ROLLO,1.0,2.2,78.0,26404,DE,UPS,0
15155,ROLLO,1.0,3.04,116.0,35950,DE,UPS,0
15156,ROLLO,1.0,2.765,101.0,35950,DE,UPS,0
15157,ROLLO,1.0,2.92,104.0,22756,CH,UPS_CH,0
15158,ROLLO,1.0,2.56,120.6,35950,DE,UPS,0
15159,PLISSEE_20,1.0,0.35,20.0,22756,CH,UPS_CH,0
15160,ROLLO,2.0,2.03,70.0,35950,DE,UPS,0
15161,ROLLO,1.0,3.33,116.0,35950,DE,UPS,0
15162,ROLLO,1.0,3.06,180.0,35950,AT,UPS,0
15163,PLISSEE_20,1.0,0.0,65.5,17373,DE,AUSL._FA,0
15164,ROLLO,1.0,5.45,117.0,35950,DE,UPS,0
15166,ROLLO,1.0,2.635,125.6,35950,DE,UPS,0
15167,PLISSEE_20,2.0,1.495,136.9,35950,DE,UPS,0
15168,PLISSEE_20,1.0,0.735,34.5,35950,DE,UPS,0
15169,PLISSEE_20,2.0,1.865,83.7,35950,DE,UPS,0
15170,REPARATUR,2.0,1.225,41.7,35950,DE,UPS,0
15171,PLISSEE_20,2.0,1.4,41.7,35950,DE,UPS,0
15172,PLISSEE_20,2.0,1.595,74.7,35950,DE,UPS,0
15173,PLISSEE_20,3.0,1.885,62.0,35950,CH,UPS,0
15174,ROLLO,2.0,3.225,114.0,35950,CH,UPS,0
15175,VARIOROLLO,3.0,13.41,310.0,20262,DE,UPS,0
15176,PLISSEE_20,1.0,1.205,73.5,35950,DE,UPS,0
15177,PLISSEE_20,3.0,3.45,185.60000000000002,35950,DE,UPS,0
15178,INSCHUTZ,1.0,6.27,0.0,19595,DE,UPS,0
15179,INSCHUTZ,1.0,5.85,0.0,35527,DE,UPS,0
15180,PLISSEE_20,6.0,10.7,302.6,19955,DE,UPS,0
15181,PLISSEE_20,3.0,3.835,188.5,35950,DE,UPS,0
15182,FALTROLLO,1.0,3.82,185.0,17885,DE,UPS,0
15183,PLISSEE_20,1.0,1.37,101.5,35950,DE,UPS,0
15184,PLISSEE_20,3.0,4.89,337.9,22515,DE,UPS,0
15185,FALTROLLO,4.0,4.19,160.0,20455,DE,UPS,0
15186,PLISSEE_WA,6.0,5.55,556.2,15072,DE,UPS,0
15187,PLISSEE_20,5.0,3.06,267.6,35950,CH,UPS,0
15188,PLISSEE_20,3.0,2.08,63.0,37338,DE,UPS,0
15189,ROLLO,1.0,1.29,97.3,35950,DE,UPS,0
15190,PLISSEE_20,6.0,4.69,271.5,20827,DE,UPS,0
15191,PLISSEE_20,2.0,2.16,179.4,35950,DE,UPS,0
15192,PLISSEE_20,1.0,1.62,109.6,15134,DE,UPS,0
15193,FVORHANG,4.0,2.08,240.0,19668,DE,UPS,0
15194,ROLLO,1.0,2.56,110.0,24568,LU,UPS,0
15195,REPARATUR,1.0,1.38,99.9,19355,DE,UPS,0
15196,PLISSEE_20,9.0,4.84,253.3,30568,DE,UPS,0
15197,PLISSEE_20,3.0,1.97,165.9,23252,DE,UPS,0
15198,ROLLO,1.0,2.09,95.0,35735,IT,UPS,0
15199,PLISSEE_20,1.0,1.4,87.7,22756,CH,UPS_CH,0
15200,ROLLO,1.0,0.975,58.1,35950,DE,UPS,0
15201,ROLLO,2.0,5.505,185.2,35950,DE,UPS,0
15202,SONSTIGE,2.0,1.03,0.0,36661,DE,UPS,0
15203,PLISSEE_WA,1.0,1.64,79.6,35950,AT,UPS,0
15204,PLISSEE_20,1.0,0.885,56.2,35950,DE,UPS,0
15205,ROLLO,1.0,1.185,70.0,35950,DE,UPS,0
15206,PLISSEE_WA,1.0,1.695,101.0,35950,DE,UPS,0
15207,PLISSEE_WA,5.0,5.34,312.7,35950,AT,UPS,0
15208,SHUTTERS,10.0,0.0,0.0,29468,DE,TOUR_SPED,0
15209,SHUTTERS,1.0,0.0,0.0,29972,DE,TOUR_SPED,0
15210,SHUTTERS,3.0,0.0,0.0,29972,DE,TOUR_SPED,0
15211,SHUTTERS,1.0,0.0,0.0,35600,DE,TOUR_SPED,0
15212,PLISSEE_WA,2.0,1.225,40.0,35950,DE,UPS,0
15213,SHUTTERS,8.0,0.0,0.0,20919,DE,TOUR_SPED,0
15215,SHUTTERS,15.0,0.0,0.0,26630,DE,TOUR_SPED,0
15216,PLISSEE_20,1.0,1.46,97.5,35950,DE,UPS,0
15217,PLISSEE_20,5.0,3.82,274.0,26318,DE,UPS,0
15218,PLISSEE_20,4.0,3.74,430.3,19298,DE,UPS,0
15219,ROLLO,1.0,3.215,125.0,35950,DE,UPS,0
